Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Yorba Substation,Anaheim Public Utilities,33.8581387,-117.8074703,CA,electric
La Veta Substation,Southern California Edison,33.7667557,-117.8521372,CA,electric
Seville Substation,DTE Energy,41.9467679,-83.3993849,MI,electric
Riverdale Substation,PEPCO,38.9581525,-76.9376874,MD,electric
Bogle Substation,Salt River Project,33.2590329,-111.7040384,AZ,electric
Okeelanta Cogeneration,New Hope Power Company,26.5732189,-80.7487944,FL,electric
Toledo Transmission Substation,ITC,42.036411,-92.5613312,IA,electric
Daniel Boone Substation,Kentucky Utilities Company,37.1788746,-87.5077188,KY,electric
East Court Street Substation,Dyersburg Electric System,36.0253346,-89.3585171,TN,electric
Bonicord Substation,Forked Deer Electric Cooperative,35.9373417,-89.3106411,TN,electric
Mill Creek Substation,Forked Deer Electric Cooperative,35.9247899,-89.4504669,TN,electric
Gates Substation,Ripley Power & Light Company,35.858362,-89.403485,TN,electric
Wingate Substation,Covington Electric System,35.6199414,-89.6138538,TN,electric
Rialto Substation,Covington Electric System,35.6185469,-89.6170575,TN,electric
Weybridge Power Plant,Green Mountain Power,44.066483,-73.2159082,VT,electric
MacArthur Substation,Southern California Edison,33.6385671,-117.8660306,CA,electric
Tamanend Substation,PPL,40.8373561,-76.0241641,PA,electric
Hanover Substation,Eversource,41.5266981,-72.8255902,CT,electric
Bullis Substation,Southern California Edison,33.9001147,-118.206098,CA,electric
Fernwood Substation,Southern California Edison,33.9282691,-118.2154348,CA,electric
Lynwood Substation,Southern California Edison,33.927136,-118.2127679,CA,electric
Spectrum Solar PV Power Project,Southern Power Co,36.2375384,-114.8748805,NV,electric
Brownsville Pump Station Substation,Marathon Pipe Line LLC,35.5524457,-89.4303709,TN,electric
Campus Drive Substation,PEPCO,38.983598,-76.948913,MD,electric
Union Substation,Clark Public Utilities,45.7084924,-122.5376322,WA,electric
Hockinson Substation,Clark County,45.7373304,-122.4963321,WA,electric
Sharp Substation,Anaheim Public Utilities,33.8481125,-117.9106852,CA,electric
Southwest Substation,Anaheim Public Utilities,33.8082791,-117.9331457,CA,electric
Vermont Substation,Anaheim Public Utilities,33.826726,-117.9024826,CA,electric
Callaway Energy Center,Ameren,38.7634859,-91.7803405,MO,electric
Slater Substation,Southern California Edison,33.6923242,-118.0171883,CA,electric
Wave Substation,Southern California Edison,33.6654899,-117.9974921,CA,electric
Walnut Substation,Southern California Edison,34.0081672,-117.9499642,CA,electric
Calhoun Creek Switching Station,Tennessee Valley Authority,33.8963015,-89.2934764,MS,electric
Paris Landing Substation,Paris Board of Public Utilities,36.4245844,-88.1294304,TN,electric
Babcock Ranch Solar Energy Center,Florida Power & Light,26.865505,-81.7416252,FL,electric
Edison Substation,Florida Power & Light,26.5576746,-81.9002231,FL,electric
Gladiolus Substation,Florida Power & Light,26.5104413,-81.9014771,FL,electric
Jetport Substation,Florida Power & Light,26.5673585,-81.7350309,FL,electric
McCarthy Substation,City of Clewiston,26.6901937,-80.9433297,FL,electric
Poplar Substation,DTE Energy,42.3761056,-83.7431006,MI,electric
Cortez Substation,Southern California Edison,34.092515,-117.8796902,CA,electric
Industry Substation,Southern California Edison,34.0505447,-117.990823,CA,electric
Walnut Creek Energy Park,"Walnut Creek Energy, LLC",34.0084504,-117.9452343,CA,electric
Merced Substation,Southern California Edison,34.0497237,-117.90727,CA,electric
Puente Substation,Southern California Edison,34.0090097,-117.93028,CA,electric
Ballston Substation,Dominion Energy,38.8849781,-77.0984376,VA,electric
Brazosport Substation,CenterPoint Energy,29.009659,-95.4326531,TX,electric
Crossroads Substation,City of Loveland,40.446966,-105.0196281,CO,electric
Panacea Substation,Florida Power & Light,27.0901716,-82.1583402,FL,electric
Dum Jon Substation,Georgia Power,33.4520341,-82.0816744,GA,electric
Poplar Chapel Substation,Dominion Energy,35.8056977,-76.8796943,NC,electric
Wilson Substation,Illuminating Company;Cleveland Public Power,41.4906632,-81.6511851,OH,electric
Adair Substation,Ameren,40.1488198,-92.5981358,MO,electric
Blue Springs South Substation,Evergy,38.9745003,-94.2613004,MO,electric
Warrensburg East Substation,Evergy,38.7662785,-93.7030949,MO,electric
Keokuk West Substation,Alliant Energy,40.40504,-91.4253209,IA,electric
Desert Sunlight Solar Farm,NextEra Energy,33.8228276,-115.3879807,CA,electric
Leominster (MA)-South Street-R&D,"South Street Solar, LLC",42.6076214,-71.1745298,MA,electric
Buffalo Ridge Substation,Xcel Energy,44.2392553,-96.259237,MN,electric
Lake Yankton Substation,Xcel Energy,44.2516901,-95.8773382,MN,electric
West Mesa Switching Station,Public Service Company of New Mexico,35.1130595,-106.7265907,NM,electric
Whirlwind Substation,Southern California Edison,34.8578451,-118.4373291,CA,electric
Yankee Substation,Xcel Energy,44.2820283,-96.4224933,MN,electric
Ivanhoe 115/69 Substation,East River Electric Power Cooperative,44.3858549,-96.252448,MN,electric
PPM Energy MinnDakota Collector Switching Station,MinnDakota Wind,44.2836621,-96.422198,MN,electric
UC Davis Solar Farm,SunPower,38.5200153,-121.7401989,CA,electric
Escalante Generating Station,Tri-State Generation and Transmission,35.4126907,-108.0807255,NM,electric
Penncoyd Substation,PECO,40.0143032,-75.2077146,PA,electric
Springerville Generating Station,Tucson Electric Power Co,34.3184951,-109.1642337,AZ,electric
Coronado Generation Station,Salt River Project,34.5781171,-109.2893739,AZ,electric
Horse Mesa Power Station,United States Bureau of Reclamation,33.5907375,-111.3439323,AZ,electric
Ellsborough Substation,Nobles Cooperative Electric,44.1534454,-95.9632351,MN,electric
McGregor Phillips Substation,Oncor,31.4174945,-97.3946792,TX,electric
Big Creek Substation,Associated Electric Cooperative,38.8780599,-91.0113544,MO,electric
Sam Switching Station,NextEra Energy,31.8974649,-97.0180753,TX,electric
Barry Substation,Brazos Electric,32.1490812,-96.6659063,TX,electric
Moberly Substation,Ameren,39.4244878,-92.4835589,MO,electric
Johnson Falls Hydo,Wisconsin Public Service Corporation,45.2874103,-88.160279,WI,electric
Osage Substation,FirstEnergy,41.0835923,-81.4646166,OH,electric
Keeney Substation,FirstEnergy,41.103953,-81.5051961,OH,electric
Rutgers Health Sciences Power Plant,"Rutgers, The State University of NJ",40.7393577,-74.1872379,NJ,electric
Country Club Delivery Point,NOVEC,38.6088943,-77.3190165,VA,electric
Albion Substation,Georgia Power,33.3154829,-82.1186929,GA,electric
Eastover Road Station,National Grid,42.7997472,-73.629215,NY,electric
Home Substation,FirstEnergy,41.0877409,-81.4889446,OH,electric
15th Street Substation,Georgia Power,33.4800189,-81.9848094,GA,electric
Springdale 1 & 2,Springdale Energy LLC,40.5463769,-79.7686658,PA,electric
Fort Gordon Hospital Substation,Georgia Power,33.4312506,-82.1279795,GA,electric
Fort Gordon Substation,Georgia Power,33.4273989,-82.1470462,GA,electric
Buckley Road Substation,AEP Ohio,41.1745868,-83.4070092,OH,electric
Alder Substation,Duquesne Light,40.4486274,-79.71356,PA,electric
Hassan Substation,Xcel Energy,45.2180013,-93.5481837,MN,electric
Main Substation,Portland General Electric,45.5228166,-122.9591844,OR,electric
Round Rock Southeast Substation,Oncor,30.4853152,-97.645045,TX,electric
Akron City Hospital Substation,FirstEnergy,41.0819837,-81.4977472,OH,electric
St. Thomas Hospital Substation,FirstEnergy,41.0972686,-81.5147671,OH,electric
Eubank Landfill Solar Array,"Suncore Photovoltaics, Inc",35.0484587,-106.5296023,NM,electric
Catawba Island Substation,FirstEnergy,41.5780358,-82.8437924,OH,electric
SDC Containers Substation,AEP Ohio,41.3606089,-83.1418738,OH,electric
L.R. Pinnacle Substation,Entergy Arkansas,34.8117091,-92.4878726,AR,electric
Parkwood Substation,REA,40.6178439,-79.3106152,PA,electric
Central Substation,Ameren Missouri,38.6306967,-90.2379605,MO,electric
Bay Substation,FirstEnergy,41.4540431,-82.7202635,OH,electric
Quarry Substation,FirstEnergy,41.3930129,-82.6473912,OH,electric
Kiwanis Substation,Salt River Project,33.5986634,-111.7139145,AZ,electric
Bland Substation #22 CLAY,Clay Electric Cooperative,29.9502367,-82.5064967,FL,electric
Anna Street Substation,American Electric Power,27.5241906,-99.5207805,TX,electric
Sutter Greenworks LLC,AES Distributed Energy,40.9124296,-72.7434223,NY,electric
Riverhead Solar Farm,AES Distributed Energy,40.9213496,-72.7655835,NY,electric
Brunswick Substation,Evergy,39.4339703,-93.1556121,MO,electric
Laird Substation,Callam County Public Utility District #1,48.1006782,-123.5377092,WA,electric
Lincoln Substation,Met-Ed,39.8456623,-77.2030217,PA,electric
Canby 115kV Substation,Otter Tail Power Company,44.7403066,-96.2280104,MN,electric
Malta Bend Substation,Evergy,39.1976302,-93.3892417,MO,electric
Norton Substation,Evergy,39.1846793,-93.1346963,MO,electric
Kapaa Solar Farm,Kapaa Solar LLC,22.0806302,-159.3321507,HI,electric
Bovine Substation,Southern California Edison,33.8507297,-118.0641095,CA,electric
Marion Substation,Southern California Edison,33.8176548,-118.0272289,CA,electric
Carrollton Substation,Evergy,39.3886331,-93.4747819,MO,electric
Amador Substation,Southern California Edison,34.071417,-118.0265234,CA,electric
Hoyt Substation,Southern California Edison,34.0521514,-118.0488591,CA,electric
Rush Substation,Southern California Edison,34.0509111,-118.0812081,CA,electric
Maurer Lake Substation,Ameren,39.3256511,-94.2275834,MO,electric
Sekiu Substation,Callam County Public Utility District,48.2625542,-124.3080735,WA,electric
Hetland Substation,Otter Tail Power Company,44.3979718,-97.2086134,SD,electric
Bruce Substation,Otter Tail Power Company,44.4374335,-96.8963282,SD,electric
Willbridge Substation,Portland General Electric,45.5663837,-122.7504651,OR,electric
Grand Point Substation,Alleghany Energy,39.9385886,-77.6054838,PA,electric
James M. Gavin Power Plant,"Gavin Power, LLC",38.9353506,-82.1198338,WV,electric
Louisa Generating Station,MidAmerican Energy,41.3253887,-91.0906264,IA,electric
Prairie State Energy Campus,Prairie State Generating Co LLC,38.2782675,-89.6722899,IL,electric
White Bluff Power Plant,Entergy Arkansas,34.4227171,-92.134364,AR,electric
Electrical Substation East,University of Wisconsin-Milwaukee,43.0789259,-87.8784226,WI,electric
Marsh Lake Substation,Great River Energy,45.2388632,-96.1999819,MN,electric
Appleton Substation,Western Minnesota Municipal Power Agency,45.2092594,-96.0420251,MN,electric
Carlisle Substation,PPL,40.2019074,-77.1796691,PA,electric
Narod Substation,Southern California Edison,34.0468233,-117.6749191,CA,electric
Canby Substation,Minnesota Valley Cooperative Light & Power Association,44.7764085,-96.1948642,MN,electric
FIXME Substation,Ameren,38.9575272,-92.7350661,MO,electric
North Huntsville Substation,Huntsville Utilities,34.7489011,-86.5901512,AL,electric
Nevada Nineteenth Street Substation,Alliant Energy,42.0171745,-93.4334243,IA,electric
FIXME Substation,Evergy,38.7022763,-93.2604018,MO,electric
Washington Substation,Port Angeles Light,48.1112681,-123.4185212,WA,electric
Tahiti Substation,Southern California Edison,33.9776501,-118.4371616,CA,electric
Vergennes Substation,Vermont Electric Power Company,44.1790237,-73.249334,VT,electric
Felton Substation,Southern California Edison,33.9157911,-118.3620562,CA,electric
Inglewood Substation,Southern California Edison,33.9656369,-118.3580466,CA,electric
Lawndale Substation,Southern California Edison,33.8949224,-118.3578992,CA,electric
Sepulveda Substation,Southern California Edison,33.9189919,-118.3968458,CA,electric
Industrial Park Substation,Evergy,39.7246678,-94.7787596,MO,electric
Industrial Park Substation,Evergy,39.7250733,-94.780896,MO,electric
Walnut Substation,Evergy,39.5880532,-95.1265659,KS,electric
Gluek Substation,Minnesota Valley Cooperative Light & Power Association,45.0206998,-95.4931878,MN,electric
Maynard Distribution Substation,Xcel Energy,44.9489032,-95.4933581,MN,electric
Maynard Transmission Substation,Xcel Energy,44.9476651,-95.4943026,MN,electric
RCWD PV Project,MN8 Energy LLC,33.5216698,-117.1822633,CA,electric
Georgetown combustion turbines,Indianapolis Power & Light,39.9022273,-86.2443981,IN,electric
DISTRIBUTING STATION 94,Los Angeles Department of Water and Power,34.0757908,-118.3684844,CA,electric
Lathrop,NW Electric Power Cooperative,39.5270548,-94.3380693,MO,electric
Rocky Mountain Express (REX),NW Electric Power Cooperative,39.6096123,-94.3224898,MO,electric
Corner Substation,AEP Ohio,39.3071618,-81.6568595,WV,electric
East Washington St. Substation,Indianapolis Power & Light,39.7714717,-86.0489606,IN,electric
Anita Substation,Southern California Edison,34.1056769,-118.0385144,CA,electric
Arcadia Substation,Southern California Edison,34.1439656,-118.0258066,CA,electric
Carmenita Substation,Southern California Edison,33.9031525,-118.0471917,CA,electric
Telegraph Substation,Southern California Edison,33.932265,-117.9920063,CA,electric
Cook Substation,Evergy,39.8069924,-94.8357281,MO,electric
Ditmar Substation,Southern California Edison,33.8722945,-118.3780887,CA,electric
Victoria Substation,Southern California Edison,33.8588793,-118.3742788,CA,electric
Fergus Substation,Lake Region Electric Cooperative,46.3116339,-96.1321596,MN,electric
Cornuta Substation,Southern California Edison,33.8837969,-118.1203843,CA,electric
Sweet Springs Substation,Evergy,38.9727772,-93.4189486,MO,electric
Lafayette Substation,Southern California Edison,33.6352866,-117.9356791,CA,electric
Bolsa Substation,Southern California Edison,33.7306095,-118.0333526,CA,electric
Cat Mapleton Substation,Ameren,40.5578489,-89.7503931,IL,electric
E Ave Substation,Alliant Energy,41.9778036,-91.7133719,IA,electric
Francis Substation,Southern California Edison,34.0415943,-117.7233712,CA,electric
Sassafras Substation,Choptank Electric Cooperative,39.3666425,-75.811796,DE,electric
Wallenpaupack Substation,PPL,41.468464,-75.1322865,PA,electric
Wallenpaupack hydro power plant,Wallenpuapack Hydro,41.4678485,-75.1309393,PA,electric
Cusetta Substation,Georgia Power,32.2966933,-84.7763934,GA,electric
Windsor Substation,Evergy,38.519684,-93.5210413,MO,electric
Baldwin Energy Complex,Dynegy,38.2036665,-89.8584823,IL,electric
FIXME Substation,Central Electric Power Co-Op,38.4107073,-93.0321162,MO,electric
Lawrence Substation,Pacific Gas and Electric Company,37.3273332,-121.9961505,CA,electric
Portage Substation,Penelec,40.3966165,-78.6619984,PA,electric
Barnett Substation,Associated Electric Cooperative,38.379497,-92.606481,MO,electric
Eldon Substation,Ameren,38.3662655,-92.6073622,MO,electric
Logan Substation,Appalachian Power Company,37.848186,-81.9969801,WV,electric
Tamarac Substation,Great River Energy,46.6591019,-96.1162638,MN,electric
East Freemont Substation,AEP Ohio,41.3414441,-83.1055755,OH,electric
Pioneer Substation,Southern California Edison,33.9155181,-118.0811949,CA,electric
Boones Ferry Substation,Portland General Electric,45.426643,-122.7067713,OR,electric
Union Correctional Institution North CLAY,Clay Electric Cooperative,30.0732891,-82.1881136,FL,electric
Upper Greenwich Plant,Battenklll Hydro Associates,43.0896362,-73.4951561,NY,electric
Fourth Plain Substation,Clark Public Utilities,45.6738816,-122.5053299,WA,electric
Fort Worth Pipe Substation,Entergy,30.3187631,-95.4118625,TX,electric
Rose Hollow Substation,ITC,41.6861986,-91.4576935,IA,electric
Brighton Substation,Southern California Edison,33.9024861,-118.3119293,CA,electric
Torrance Substation,Southern California Edison,33.8298388,-118.3443558,CA,electric
Nola Substation,Southern California Edison,33.8594968,-118.2763481,CA,electric
Flat Rock Substation,Brazos Electric,32.8705027,-97.5976923,TX,electric
Rhodhiss Tie Substation,Duke Energy,35.777105,-81.4359418,NC,electric
Weyerhaeuser Substation #3,Eugene Water & Electric Board,44.0564197,-122.9589044,OR,electric
Fremont Substation,Southern California Edison,33.8945868,-118.2644665,CA,electric
Distributing Station 95,Los Angeles Department of Water and Power,33.9903143,-118.4209727,CA,electric
Receiving Station D - Fairfax,Los Angeles Department of Water and Power,34.0381864,-118.3712512,CA,electric
Sony Substation,Southern California Edison,34.0147142,-118.4024196,CA,electric
